credit_score,age,balance,estimated_salary,client_risk
0.5164312316262226,0.9438382767399989,-1.0312639673733106,0.8043696334862487,0
-0.08848565275572062,-0.49793061155152624,0.08075611703055542,0.03946003639731543,1
0.6680294389962659,0.40210343667492054,-0.19879867953308314,-0.874450020443117,1
1.4713213972720685,1.3941206429097006,0.26706075560038095,-0.3064983795064803,1
-0.18877259073814193,0.5610559321998531,0.6022297804077432,-0.659924551691525,2
-0.18877259073814193,0.7592883297764031,0.5550801669849161,-1.1072714687819547,2
1.506669631055371,0.711090390435503,0.18984472405669628,-0.12521651570010417,1
0.7805673197223778,-1.7399078406294748,0.07279996776559748,0.2612855467929608,1
-0.432699308540423,-1.9948543046464977,-0.09011845058987336,-1.5566686979084037,2
0.5734900790348577,-0.9102703094564529,0.9783792526642952,0.3963484671550562,1
-0.432699308540423,0.6120082015550832,-0.27296596103993925,1.7052248687759008,0
-0.432699308540423,-1.5071599543249776,-0.501440075542692,1.3933354422592128,0
0.28563133917171984,1.1164732228778822,0.6836884168892675,0.9000605263773673,0
-2.0021651112614567,-1.2930526539965999,-0.19113360079648817,-0.4570980870409737,2
-1.7951888143583203,-0.2084686588065561,0.9366539155983122,-2.4944925846698767,2
-0.5357162640073854,1.3941206429097006,-0.2816421426410204,0.9114017261067818,0
-0.9990535251610947,1.1164732228778822,0.5923617297286496,-1.7714828052010867,2
0.3437205981292917,0.6120082015550832,-1.970325324220335,-0.6882962238629802,1
-0.8922749123059666,1.198784740757021,-0.12191255653615209,0.2689459474135096,1
-1.4352562814376344,-0.6553238454394309,-0.23732501721473787,-0.8117572978431529,2
1.418116294562748,-1.3979646597779731,0.8572052930972734,0.9120459037223287,0
-0.18877259073814193,-0.6553238454394309,1.4056234068642295,0.773019331682298,1
0.10977326216482922,1.0743477339600376,0.06468104284496218,0.7239252584010332,0
-1.4574594776368357,-1.5071599543249776,0.877978789188408,0.8669088655541625,1
-0.5150467832498393,1.1579455770683766,0.5874717560221622,-0.6300177567061368,2
